"Subject" "Activity" "Metric" "Average"
21 "STANDING" "tBodyAccJerkMag-std()" -0.97160651494382
21 "STANDING" "tBodyGyroMag-std()" -0.945614401797753
21 "STANDING" "tBodyGyroJerkMag-std()" -0.976153687752809
21 "STANDING" "fBodyAcc-std()-X" -0.982892836629213
21 "STANDING" "fBodyAcc-std()-Y" -0.94354515752809
21 "STANDING" "fBodyAcc-std()-Z" -0.942458908314607
21 "STANDING" "fBodyAccJerk-std()-X" -0.979530485393258
21 "STANDING" "fBodyAccJerk-std()-Y" -0.966024075955056
21 "STANDING" "fBodyAccJerk-std()-Z" -0.979723339662921
21 "STANDING" "fBodyGyro-std()-X" -0.964530315842697
21 "STANDING" "fBodyGyro-std()-Y" -0.954080913707865
21 "STANDING" "fBodyGyro-std()-Z" -0.963124572134831
21 "STANDING" "fBodyAccMag-std()" -0.960041844382022
21 "STANDING" "fBodyBodyAccJerkMag-std()" -0.97192611741573
21 "STANDING" "fBodyBodyGyroMag-std()" -0.947763172921348
21 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.977706619550562
22 "STANDING" "tBodyAcc-mean()-X" 0.279053861587302
22 "STANDING" "tBodyAcc-mean()-Y" -0.0158563207496825
22 "STANDING" "tBodyAcc-mean()-Z" -0.104967423820635
22 "STANDING" "tGravityAcc-mean()-X" 0.954064297619048
22 "STANDING" "tGravityAcc-mean()-Y" -0.226418773650794
22 "STANDING" "tGravityAcc-mean()-Z" 0.0323824977714286
22 "STANDING" "tBodyAccJerk-mean()-X" 0.0752322891746032
22 "STANDING" "tBodyAccJerk-mean()-Y" 0.0107286964173016
22 "STANDING" "tBodyAccJerk-mean()-Z" -0.00626291653857143
22 "STANDING" "tBodyGyro-mean()-X" -0.0275201762126984
22 "STANDING" "tBodyGyro-mean()-Y" -0.0690067688269841
22 "STANDING" "tBodyGyro-mean()-Z" 0.0733466563174603
22 "STANDING" "tBodyGyroJerk-mean()-X" -0.0975013472380952
22 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0420998733444444
22 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0513179245555556
22 "STANDING" "tBodyAccMag-mean()" -0.954807661269841
22 "STANDING" "tGravityAccMag-mean()" -0.954807661269841
22 "STANDING" "tBodyAccJerkMag-mean()" -0.975876006507936
22 "STANDING" "tBodyGyroMag-mean()" -0.931624303968254
22 "STANDING" "tBodyGyroJerkMag-mean()" -0.978603529206349
22 "STANDING" "fBodyAcc-mean()-X" -0.980373909206349
22 "STANDING" "fBodyAcc-mean()-Y" -0.929161387619048
22 "STANDING" "fBodyAcc-mean()-Z" -0.957101794126984
22 "STANDING" "fBodyAccJerk-mean()-X" -0.974969214761905
22 "STANDING" "fBodyAccJerk-mean()-Y" -0.952141454126984
22 "STANDING" "fBodyAccJerk-mean()-Z" -0.977567430952381
22 "STANDING" "fBodyGyro-mean()-X" -0.917018098571429
22 "STANDING" "fBodyGyro-mean()-Y" -0.97068244031746
22 "STANDING" "fBodyGyro-mean()-Z" -0.962327765238095
22 "STANDING" "fBodyAccMag-mean()" -0.949044483015873
22 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.959743877936508
22 "STANDING" "fBodyBodyGyroMag-mean()" -0.932065270793651
22 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.968377798253968
22 "STANDING" "tBodyAcc-std()-X" -0.985000527142857
22 "STANDING" "tBodyAcc-std()-Y" -0.922693288412698
22 "STANDING" "tBodyAcc-std()-Z" -0.942201655238095
22 "STANDING" "tGravityAcc-std()-X" -0.992827298253968
22 "STANDING" "tGravityAcc-std()-Y" -0.971080742857143
22 "STANDING" "tGravityAcc-std()-Z" -0.958890201587302
22 "STANDING" "tBodyAccJerk-std()-X" -0.975639080634921
22 "STANDING" "tBodyAccJerk-std()-Y" -0.952303493968254
22 "STANDING" "tBodyAccJerk-std()-Z" -0.981478064920635
22 "STANDING" "tBodyGyro-std()-X" -0.917837043333333
22 "STANDING" "tBodyGyro-std()-Y" -0.964714672857143
22 "STANDING" "tBodyGyro-std()-Z" -0.96058251031746
22 "STANDING" "tBodyGyroJerk-std()-X" -0.949716028730159
22 "STANDING" "tBodyGyroJerk-std()-Y" -0.984900134285714
22 "STANDING" "tBodyGyroJerk-std()-Z" -0.979753572380952
22 "STANDING" "tBodyAccMag-std()" -0.939866315079365
22 "STANDING" "tGravityAccMag-std()" -0.939866315079365
22 "STANDING" "tBodyAccJerkMag-std()" -0.958825095396825
22 "STANDING" "tBodyGyroMag-std()" -0.900776555555556
22 "STANDING" "tBodyGyroJerkMag-std()" -0.966086148412698
22 "STANDING" "fBodyAcc-std()-X" -0.987400306031746
22 "STANDING" "fBodyAcc-std()-Y" -0.923657558412698
22 "STANDING" "fBodyAcc-std()-Z" -0.938409884920635
22 "STANDING" "fBodyAccJerk-std()-X" -0.978773000952381
22 "STANDING" "fBodyAccJerk-std()-Y" -0.956169964285714
22 "STANDING" "fBodyAccJerk-std()-Z" -0.984305238253968
22 "STANDING" "fBodyGyro-std()-X" -0.919851782380952
22 "STANDING" "fBodyGyro-std()-Y" -0.962172736666667
22 "STANDING" "fBodyGyro-std()-Z" -0.963652778888889
22 "STANDING" "fBodyAccMag-std()" -0.943739135238095
22 "STANDING" "fBodyBodyAccJerkMag-std()" -0.95665395968254
22 "STANDING" "fBodyBodyGyroMag-std()" -0.900222411269841
22 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.965344726666667
23 "STANDING" "tBodyAcc-mean()-X" 0.277899323235294
23 "STANDING" "tBodyAcc-mean()-Y" -0.0177475547867647
23 "STANDING" "tBodyAcc-mean()-Z" -0.1105970177575
23 "STANDING" "tGravityAcc-mean()-X" 0.919857125882353
23 "STANDING" "tGravityAcc-mean()-Y" -0.117401359697059
23 "STANDING" "tGravityAcc-mean()-Z" -0.223631180906765
23 "STANDING" "tBodyAccJerk-mean()-X" 0.0750206478676471
23 "STANDING" "tBodyAccJerk-mean()-Y" 0.0105861517936765
23 "STANDING" "tBodyAccJerk-mean()-Z" -0.00529260911370588
23 "STANDING" "tBodyGyro-mean()-X" -0.0327397745133823
23 "STANDING" "tBodyGyro-mean()-Y" -0.0652264793213235
23 "STANDING" "tBodyGyro-mean()-Z" 0.0816888999117647
23 "STANDING" "tBodyGyroJerk-mean()-X" -0.0981481050441177
23 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0416774165735294
23 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0548226277867647
23 "STANDING" "tBodyAccMag-mean()" -0.957212267058824
23 "STANDING" "tGravityAccMag-mean()" -0.957212267058824
23 "STANDING" "tBodyAccJerkMag-mean()" -0.978671485441176
23 "STANDING" "tBodyGyroMag-mean()" -0.938430293382353
23 "STANDING" "tBodyGyroJerkMag-mean()" -0.9763992525
23 "STANDING" "fBodyAcc-mean()-X" -0.983627197058824
23 "STANDING" "fBodyAcc-mean()-Y" -0.962831825294118
23 "STANDING" "fBodyAcc-mean()-Z" -0.945170568823529
23 "STANDING" "fBodyAccJerk-mean()-X" -0.983283252058823
23 "STANDING" "fBodyAccJerk-mean()-Y" -0.975176561617647
23 "STANDING" "fBodyAccJerk-mean()-Z" -0.969610229705882
23 "STANDING" "fBodyGyro-mean()-X" -0.947510436323529
23 "STANDING" "fBodyGyro-mean()-Y" -0.952781164558824
23 "STANDING" "fBodyGyro-mean()-Z" -0.967939565
23 "STANDING" "fBodyAccMag-mean()" -0.957986177058823
23 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.973798155735294
23 "STANDING" "fBodyBodyGyroMag-mean()" -0.944583829705882
23 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.972598810882353
23 "STANDING" "tBodyAcc-std()-X" -0.985421519558824
23 "STANDING" "tBodyAcc-std()-Y" -0.9584444925
23 "STANDING" "tBodyAcc-std()-Z" -0.929409745147059
23 "STANDING" "tGravityAcc-std()-X" -0.984610385
23 "STANDING" "tGravityAcc-std()-Y" -0.984818648823529
23 "STANDING" "tGravityAcc-std()-Z" -0.947199734411765
23 "STANDING" "tBodyAccJerk-std()-X" -0.983141958970588
23 "STANDING" "tBodyAccJerk-std()-Y" -0.975219983676471
23 "STANDING" "tBodyAccJerk-std()-Z" -0.973595215441176
23 "STANDING" "tBodyGyro-std()-X" -0.942011240294118
23 "STANDING" "tBodyGyro-std()-Y" -0.948074760882353
23 "STANDING" "tBodyGyro-std()-Z" -0.962389689411765
23 "STANDING" "tBodyGyroJerk-std()-X" -0.972770702058824
23 "STANDING" "tBodyGyroJerk-std()-Y" -0.972509523235294
23 "STANDING" "tBodyGyroJerk-std()-Z" -0.984654516470588
23 "STANDING" "tBodyAccMag-std()" -0.9516698575
23 "STANDING" "tGravityAccMag-std()" -0.9516698575
23 "STANDING" "tBodyAccJerkMag-std()" -0.974811528235294
23 "STANDING" "tBodyGyroMag-std()" -0.923796565588235
23 "STANDING" "tBodyGyroJerkMag-std()" -0.972387365294118
23 "STANDING" "fBodyAcc-std()-X" -0.986333385588235
23 "STANDING" "fBodyAcc-std()-Y" -0.958042411176471
23 "STANDING" "fBodyAcc-std()-Z" -0.926110099117647
23 "STANDING" "fBodyAccJerk-std()-X" -0.984531642205882
23 "STANDING" "fBodyAccJerk-std()-Y" -0.977157997794118
23 "STANDING" "fBodyAccJerk-std()-Z" -0.976241315882353
23 "STANDING" "fBodyGyro-std()-X" -0.941698515588235
23 "STANDING" "fBodyGyro-std()-Y" -0.945871186029412
23 "STANDING" "fBodyGyro-std()-Z" -0.9642499225
23 "STANDING" "fBodyAccMag-std()" -0.955291356470588
23 "STANDING" "fBodyBodyAccJerkMag-std()" -0.9750536875
23 "STANDING" "fBodyBodyGyroMag-std()" -0.924805421470588
23 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.973849691470588
25 "STANDING" "tBodyAcc-mean()-X" 0.278013701621622
25 "STANDING" "tBodyAcc-mean()-Y" -0.0163569730274324
25 "STANDING" "tBodyAcc-mean()-Z" -0.107352957594595
25 "STANDING" "tGravityAcc-mean()-X" 0.929794733108108
25 "STANDING" "tGravityAcc-mean()-Y" -0.159316786486486
25 "STANDING" "tGravityAcc-mean()-Z" 0.201182106486486
25 "STANDING" "tBodyAccJerk-mean()-X" 0.0752337295675676
25 "STANDING" "tBodyAccJerk-mean()-Y" 0.0066321397672973
25 "STANDING" "tBodyAccJerk-mean()-Z" -0.00622808791433784
25 "STANDING" "tBodyGyro-mean()-X" -0.0247946750959459
25 "STANDING" "tBodyGyro-mean()-Y" -0.0698876853378378
25 "STANDING" "tBodyGyro-mean()-Z" 0.0852685438243243
25 "STANDING" "tBodyGyroJerk-mean()-X" -0.100473697756757
25 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0418294632148649
25 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0556979055540541
25 "STANDING" "tBodyAccMag-mean()" -0.972663592162162
25 "STANDING" "tGravityAccMag-mean()" -0.972663592162162
25 "STANDING" "tBodyAccJerkMag-mean()" -0.984647071216216
25 "STANDING" "tBodyGyroMag-mean()" -0.967077442837838
25 "STANDING" "tBodyGyroJerkMag-mean()" -0.985091991216216
25 "STANDING" "fBodyAcc-mean()-X" -0.990093202837838
25 "STANDING" "fBodyAcc-mean()-Y" -0.959846189054054
25 "STANDING" "fBodyAcc-mean()-Z" -0.974051231216216
25 "STANDING" "fBodyAccJerk-mean()-X" -0.988404654864865
25 "STANDING" "fBodyAccJerk-mean()-Y" -0.972554452972973
25 "STANDING" "fBodyAccJerk-mean()-Z" -0.984832251216216
25 "STANDING" "fBodyGyro-mean()-X" -0.96807852527027
25 "STANDING" "fBodyGyro-mean()-Y" -0.97839988527027
25 "STANDING" "fBodyGyro-mean()-Z" -0.970456862567568
25 "STANDING" "fBodyAccMag-mean()" -0.972355393243243
25 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.982294170810811
25 "STANDING" "fBodyBodyGyroMag-mean()" -0.968972499594595
25 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.98401783027027
25 "STANDING" "tBodyAcc-std()-X" -0.991970126756757
25 "STANDING" "tBodyAcc-std()-Y" -0.954569225945946
25 "STANDING" "tBodyAcc-std()-Z" -0.964642688108108
25 "STANDING" "tGravityAcc-std()-X" -0.993148267702703
25 "STANDING" "tGravityAcc-std()-Y" -0.980642970675676
25 "STANDING" "tGravityAcc-std()-Z" -0.967792578648649
25 "STANDING" "tBodyAccJerk-std()-X" -0.988312658378378
25 "STANDING" "tBodyAccJerk-std()-Y" -0.972272410540541
25 "STANDING" "tBodyAccJerk-std()-Z" -0.987062685135135
25 "STANDING" "tBodyGyro-std()-X" -0.971357421216216
25 "STANDING" "tBodyGyro-std()-Y" -0.976757621081081
25 "STANDING" "tBodyGyro-std()-Z" -0.971814139189189
25 "STANDING" "tBodyGyroJerk-std()-X" -0.977909693918919
25 "STANDING" "tBodyGyroJerk-std()-Y" -0.98724214
25 "STANDING" "tBodyGyroJerk-std()-Z" -0.980722294459459
25 "STANDING" "tBodyAccMag-std()" -0.968075629324324
25 "STANDING" "tGravityAccMag-std()" -0.968075629324324
25 "STANDING" "tBodyAccJerkMag-std()" -0.982637080945946
25 "STANDING" "tBodyGyroMag-std()" -0.959884274324324
25 "STANDING" "tBodyGyroJerkMag-std()" -0.983230809594595
25 "STANDING" "fBodyAcc-std()-X" -0.992851743243243
25 "STANDING" "fBodyAcc-std()-Y" -0.95417933
25 "STANDING" "fBodyAcc-std()-Z" -0.96212373972973
25 "STANDING" "fBodyAccJerk-std()-X" -0.989339890810811
25 "STANDING" "fBodyAccJerk-std()-Y" -0.974029503513513
25 "STANDING" "fBodyAccJerk-std()-Z" -0.987898048378378
25 "STANDING" "fBodyGyro-std()-X" -0.97266417
25 "STANDING" "fBodyGyro-std()-Y" -0.975960666081081
25 "STANDING" "fBodyGyro-std()-Z" -0.974982088108108
25 "STANDING" "fBodyAccMag-std()" -0.970203660405405
25 "STANDING" "fBodyBodyAccJerkMag-std()" -0.982083315
25 "STANDING" "fBodyBodyGyroMag-std()" -0.961090396891892
25 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.983098935945946
26 "STANDING" "tBodyAcc-mean()-X" 0.281127035405405
26 "STANDING" "tBodyAcc-mean()-Y" -0.0166608306652703
26 "STANDING" "tBodyAcc-mean()-Z" -0.110237796416216
26 "STANDING" "tGravityAcc-mean()-X" 0.965460891621622
26 "STANDING" "tGravityAcc-mean()-Y" -0.140315421824324
26 "STANDING" "tGravityAcc-mean()-Z" 0.0884142682297297
26 "STANDING" "tBodyAccJerk-mean()-X" 0.0753578207972973
26 "STANDING" "tBodyAccJerk-mean()-Y" 0.0081732226404054
26 "STANDING" "tBodyAccJerk-mean()-Z" -0.00219497782824324
26 "STANDING" "tBodyGyro-mean()-X" -0.0245345837959459
26 "STANDING" "tBodyGyro-mean()-Y" -0.0731385762635135
26 "STANDING" "tBodyGyro-mean()-Z" 0.0776706781351351
26 "STANDING" "tBodyGyroJerk-mean()-X" -0.100355997108108
26 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0409011992972973
26 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0532541948283784
26 "STANDING" "tBodyAccMag-mean()" -0.968511694324324
26 "STANDING" "tGravityAccMag-mean()" -0.968511694324324
26 "STANDING" "tBodyAccJerkMag-mean()" -0.986985213648649
26 "STANDING" "tBodyGyroMag-mean()" -0.968673955540541
26 "STANDING" "tBodyGyroJerkMag-mean()" -0.98854482527027
26 "STANDING" "fBodyAcc-mean()-X" -0.991993372297297
26 "STANDING" "fBodyAcc-mean()-Y" -0.958402317837838
26 "STANDING" "fBodyAcc-mean()-Z" -0.97321515527027
26 "STANDING" "fBodyAccJerk-mean()-X" -0.990586982162162
26 "STANDING" "fBodyAccJerk-mean()-Y" -0.976267058648649
26 "STANDING" "fBodyAccJerk-mean()-Z" -0.984563921216216
26 "STANDING" "fBodyGyro-mean()-X" -0.969364268513514
26 "STANDING" "fBodyGyro-mean()-Y" -0.98388591027027
26 "STANDING" "fBodyGyro-mean()-Z" -0.974459323783784
26 "STANDING" "fBodyAccMag-mean()" -0.970605250405405
26 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.98287688945946
26 "STANDING" "fBodyBodyGyroMag-mean()" -0.972333108648649
26 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.985762255540541
26 "STANDING" "tBodyAcc-std()-X" -0.993069368783784
26 "STANDING" "tBodyAcc-std()-Y" -0.949466155405405
26 "STANDING" "tBodyAcc-std()-Z" -0.962988401351351
26 "STANDING" "tGravityAcc-std()-X" -0.992678782162162
26 "STANDING" "tGravityAcc-std()-Y" -0.966986433783784
26 "STANDING" "tGravityAcc-std()-Z" -0.964228470675676
26 "STANDING" "tBodyAccJerk-std()-X" -0.990498355
26 "STANDING" "tBodyAccJerk-std()-Y" -0.975935485405405
26 "STANDING" "tBodyAccJerk-std()-Z" -0.986693448648649
26 "STANDING" "tBodyGyro-std()-X" -0.973785111216216
26 "STANDING" "tBodyGyro-std()-Y" -0.982408142702703
26 "STANDING" "tBodyGyro-std()-Z" -0.974891360675676
26 "STANDING" "tBodyGyroJerk-std()-X" -0.978472409324324
26 "STANDING" "tBodyGyroJerk-std()-Y" -0.989766989864865
26 "STANDING" "tBodyGyroJerk-std()-Z" -0.985992503243243
26 "STANDING" "tBodyAccMag-std()" -0.962697299189189
26 "STANDING" "tGravityAccMag-std()" -0.962697299189189
26 "STANDING" "tBodyAccJerkMag-std()" -0.982626252972973
26 "STANDING" "tBodyGyroMag-std()" -0.962653585540541
26 "STANDING" "tBodyGyroJerkMag-std()" -0.984253792432432
26 "STANDING" "fBodyAcc-std()-X" -0.993702408378378
26 "STANDING" "fBodyAcc-std()-Y" -0.947829677432432
26 "STANDING" "fBodyAcc-std()-Z" -0.960027795540541
26 "STANDING" "fBodyAccJerk-std()-X" -0.991275662027027
26 "STANDING" "fBodyAccJerk-std()-Y" -0.977354949459459
26 "STANDING" "fBodyAccJerk-std()-Z" -0.987428086216216
26 "STANDING" "fBodyGyro-std()-X" -0.975321645675676
26 "STANDING" "fBodyGyro-std()-Y" -0.981740873108108
26 "STANDING" "fBodyGyro-std()-Z" -0.977351005
26 "STANDING" "fBodyAccMag-std()" -0.963909299324324
26 "STANDING" "fBodyBodyAccJerkMag-std()" -0.981129312702703
26 "STANDING" "fBodyBodyGyroMag-std()" -0.962967605810811
26 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.983313996081081
27 "STANDING" "tBodyAcc-mean()-X" 0.279566921625
27 "STANDING" "tBodyAcc-mean()-Y" -0.016593236445
27 "STANDING" "tBodyAcc-mean()-Z" -0.107835818025
27 "STANDING" "tGravityAcc-mean()-X" 0.965351492
27 "STANDING" "tGravityAcc-mean()-Y" -0.188504847375
27 "STANDING" "tGravityAcc-mean()-Z" -0.00557416876082625
27 "STANDING" "tBodyAccJerk-mean()-X" 0.074969980825
27 "STANDING" "tBodyAccJerk-mean()-Y" 0.0122433312349875
27 "STANDING" "tBodyAccJerk-mean()-Z" -0.00137950299425
27 "STANDING" "tBodyGyro-mean()-X" -0.026731653905
27 "STANDING" "tBodyGyro-mean()-Y" -0.067507120075
27 "STANDING" "tBodyGyro-mean()-Z" 0.07168414632375
27 "STANDING" "tBodyGyroJerk-mean()-X" -0.0987605078625
27 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0417471753375
27 "STANDING" "tBodyGyroJerk-mean()-Z" -0.051403918985
27 "STANDING" "tBodyAccMag-mean()" -0.972753287375
27 "STANDING" "tGravityAccMag-mean()" -0.972753287375
27 "STANDING" "tBodyAccJerkMag-mean()" -0.985347620125
27 "STANDING" "tBodyGyroMag-mean()" -0.968702956625
27 "STANDING" "tBodyGyroJerkMag-mean()" -0.989532103875
27 "STANDING" "fBodyAcc-mean()-X" -0.99012181225
27 "STANDING" "fBodyAcc-mean()-Y" -0.961356141125
27 "STANDING" "fBodyAcc-mean()-Z" -0.97414624525
27 "STANDING" "fBodyAccJerk-mean()-X" -0.987771749375
27 "STANDING" "fBodyAccJerk-mean()-Y" -0.97586868
27 "STANDING" "fBodyAccJerk-mean()-Z" -0.9851113755
27 "STANDING" "fBodyGyro-mean()-X" -0.970149628875
27 "STANDING" "fBodyGyro-mean()-Y" -0.983731873
27 "STANDING" "fBodyGyro-mean()-Z" -0.980862493125
27 "STANDING" "fBodyAccMag-mean()" -0.973186182375
27 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.984151646
27 "STANDING" "fBodyBodyGyroMag-mean()" -0.975525565625
27 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.98941848275
27 "STANDING" "tBodyAcc-std()-X" -0.9919515835
27 "STANDING" "tBodyAcc-std()-Y" -0.955171419
27 "STANDING" "tBodyAcc-std()-Z" -0.962408444875
27 "STANDING" "tGravityAcc-std()-X" -0.994012162875
27 "STANDING" "tGravityAcc-std()-Y" -0.97964105225
27 "STANDING" "tGravityAcc-std()-Z" -0.968169953625
27 "STANDING" "tBodyAccJerk-std()-X" -0.987628362
27 "STANDING" "tBodyAccJerk-std()-Y" -0.975829725
27 "STANDING" "tBodyAccJerk-std()-Z" -0.987354788
27 "STANDING" "tBodyGyro-std()-X" -0.9699020075
27 "STANDING" "tBodyGyro-std()-Y" -0.982498991125
27 "STANDING" "tBodyGyro-std()-Z" -0.981281807
27 "STANDING" "tBodyGyroJerk-std()-X" -0.9826424495
27 "STANDING" "tBodyGyroJerk-std()-Y" -0.990798007875
27 "STANDING" "tBodyGyroJerk-std()-Z" -0.9889703575
27 "STANDING" "tBodyAccMag-std()" -0.9663601145
27 "STANDING" "tGravityAccMag-std()" -0.9663601145
27 "STANDING" "tBodyAccJerkMag-std()" -0.98415908975
27 "STANDING" "tBodyGyroMag-std()" -0.965693334
27 "STANDING" "tBodyGyroJerkMag-std()" -0.988819784
27 "STANDING" "fBodyAcc-std()-X" -0.99287582525
27 "STANDING" "fBodyAcc-std()-Y" -0.954381606375
27 "STANDING" "fBodyAcc-std()-Z" -0.958924794125
27 "STANDING" "fBodyAccJerk-std()-X" -0.98860681
27 "STANDING" "fBodyAccJerk-std()-Y" -0.977605582
27 "STANDING" "fBodyAccJerk-std()-Z" -0.98820826225
27 "STANDING" "fBodyGyro-std()-X" -0.970221836375
27 "STANDING" "fBodyGyro-std()-Y" -0.98185775725
27 "STANDING" "fBodyGyro-std()-Z" -0.983105048875
27 "STANDING" "fBodyAccMag-std()" -0.967529105125
27 "STANDING" "fBodyBodyAccJerkMag-std()" -0.983022277625
27 "STANDING" "fBodyBodyGyroMag-std()" -0.96540017025
27 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.988579092
28 "STANDING" "tBodyAcc-mean()-X" 0.277795069113924
28 "STANDING" "tBodyAcc-mean()-Y" -0.0172635124672152
28 "STANDING" "tBodyAcc-mean()-Z" -0.106579385202532
28 "STANDING" "tGravityAcc-mean()-X" 0.948514848481013
28 "STANDING" "tGravityAcc-mean()-Y" -0.247656166582278
28 "STANDING" "tGravityAcc-mean()-Z" -0.0385830501632911
28 "STANDING" "tBodyAccJerk-mean()-X" 0.0753131601898734
28 "STANDING" "tBodyAccJerk-mean()-Y" 0.00907363218518987
28 "STANDING" "tBodyAccJerk-mean()-Z" -0.00267810077607595
28 "STANDING" "tBodyGyro-mean()-X" -0.0253281543540506
28 "STANDING" "tBodyGyro-mean()-Y" -0.0739001646962025
28 "STANDING" "tBodyGyro-mean()-Z" 0.0865173111012658
28 "STANDING" "tBodyGyroJerk-mean()-X" -0.102248409070886
28 "STANDING" "tBodyGyroJerk-mean()-Y" -0.0431364662518987
28 "STANDING" "tBodyGyroJerk-mean()-Z" -0.0525896252375949
28 "STANDING" "tBodyAccMag-mean()" -0.92547165164557
28 "STANDING" "tGravityAccMag-mean()" -0.92547165164557
28 "STANDING" "tBodyAccJerkMag-mean()" -0.959551987468354
28 "STANDING" "tBodyGyroMag-mean()" -0.894242469620253
28 "STANDING" "tBodyGyroJerkMag-mean()" -0.959681019113924
28 "STANDING" "fBodyAcc-mean()-X" -0.97251980164557
28 "STANDING" "fBodyAcc-mean()-Y" -0.893430392658228
28 "STANDING" "fBodyAcc-mean()-Z" -0.934503028481013
28 "STANDING" "fBodyAccJerk-mean()-X" -0.968513715189873
28 "STANDING" "fBodyAccJerk-mean()-Y" -0.93516897835443
28 "STANDING" "fBodyAccJerk-mean()-Z" -0.964751238734177
28 "STANDING" "fBodyGyro-mean()-X" -0.880426103164557
28 "STANDING" "fBodyGyro-mean()-Y" -0.948160785316456
28 "STANDING" "fBodyGyro-mean()-Z" -0.926655192405063
28 "STANDING" "fBodyAccMag-mean()" -0.929146479367089
28 "STANDING" "fBodyBodyAccJerkMag-mean()" -0.952727765189873
28 "STANDING" "fBodyBodyGyroMag-mean()" -0.909652436329114
28 "STANDING" "fBodyBodyGyroJerkMag-mean()" -0.958758576835443
28 "STANDING" "tBodyAcc-std()-X" -0.977748638607595
28 "STANDING" "tBodyAcc-std()-Y" -0.875689216835443
28 "STANDING" "tBodyAcc-std()-Z" -0.905123824177215
28 "STANDING" "tGravityAcc-std()-X" -0.990059426582279
28 "STANDING" "tGravityAcc-std()-Y" -0.962801441898734
28 "STANDING" "tGravityAcc-std()-Z" -0.951782181518987
28 "STANDING" "tBodyAccJerk-std()-X" -0.968604559620253
28 "STANDING" "tBodyAccJerk-std()-Y" -0.933768175063291
28 "STANDING" "tBodyAccJerk-std()-Z" -0.969765362025316
28 "STANDING" "tBodyGyro-std()-X" -0.884032232405063
28 "STANDING" "tBodyGyro-std()-Y" -0.940006320126582
28 "STANDING" "tBodyGyro-std()-Z" -0.925491442911392
28 "STANDING" "tBodyGyroJerk-std()-X" -0.928343397721519
28 "STANDING" "tBodyGyroJerk-std()-Y" -0.972977006708861
28 "STANDING" "tBodyGyroJerk-std()-Z" -0.956497163670886
28 "STANDING" "tBodyAccMag-std()" -0.917658334177215
28 "STANDING" "tGravityAccMag-std()" -0.917658334177215
28 "STANDING" "tBodyAccJerkMag-std()" -0.954068391518987
28 "STANDING" "tBodyGyroMag-std()" -0.876917545696203
28 "STANDING" "tBodyGyroJerkMag-std()" -0.956266480126582
28 "STANDING" "fBodyAcc-std()-X" -0.98026749
28 "STANDING" "fBodyAcc-std()-Y" -0.87446926556962
28 "STANDING" "fBodyAcc-std()-Z" -0.897600800886076
28 "STANDING" "fBodyAccJerk-std()-X" -0.971672796708861
28 "STANDING" "fBodyAccJerk-std()-Y" -0.936991280253165
28 "STANDING" "fBodyAccJerk-std()-Z" -0.973572051898734
28 "STANDING" "fBodyGyro-std()-X" -0.886706768227848
28 "STANDING" "fBodyGyro-std()-Y" -0.936101609113924
28 "STANDING" "fBodyGyro-std()-Z" -0.932039083037975
28 "STANDING" "fBodyAccMag-std()" -0.923857158227848
28 "STANDING" "fBodyBodyAccJerkMag-std()" -0.954963155316456
28 "STANDING" "fBodyBodyGyroMag-std()" -0.878459662025316
28 "STANDING" "fBodyBodyGyroJerkMag-std()" -0.955983424556962
29 "STANDING" "tBodyAcc-mean()-X" 0.277965065846154
29 "STANDING" "tBodyAcc-mean()-Y" -0.0172605869061538
29 "STANDING" "tBodyAcc-mean()-Z" -0.108659067476923
29 "STANDING" "tGravityAcc-mean()-X" 0.974508732
29 "STANDING" "tGravityAcc-mean()-Y" -0.05848715356
29 "STANDING" "tGravityAcc-mean()-Z" 0.0316145849747692
29 "STANDING" "tBodyAccJerk-mean()-X" 0.0753052530307692
29 "STANDING" "tBodyAccJerk-mean()-Y" 0.0115104978664615
29 "STANDING" "tBodyAccJerk-mean()-Z" 0.000332894985246154
29 "STANDING" "tBodyGyro-mean()-X" -0.0276075573307692
29 "STANDING" "tBodyGyro-mean()-Y" -0.0721060679123077
